Covid (244).png;0
Covid (1118).png;0
Covid (57).png;0
Non-Covid (715).png;1
Non-Covid (154).png;1
Non-Covid (572).png;1
Covid (898).png;0
Non-Covid (769).png;1
Non-Covid (528).png;1
Non-Covid (1151).png;1
Non-Covid (1037).png;1
Non-Covid (256).png;1
Non-Covid (820).png;1
Covid (61).png;0
Non-Covid (925).png;1
Covid (780).png;0
Non-Covid (89).png;1
Covid (775).png;0
Covid (1008).png;0
Non-Covid (1164).png;1
Non-Covid (697).png;1
Non-Covid (592).png;1
Covid (146).png;0
Covid (695).png;0
Covid (27).png;0
Covid (746).png;0
Covid (114).png;0
Non-Covid (908).png;1
Covid (1204).png;0
Covid (754).png;0
Non-Covid (907).png;1
Covid (491).png;0
Covid (850).png;0
Covid (1014).png;0
Covid (879).png;0
Covid (1179).png;0
Non-Covid (495).png;1
Covid (706).png;0
Non-Covid (1093).png;1
Non-Covid (833).png;1
Non-Covid (790).png;1
Non-Covid (736).png;1
Covid (1040).png;0
Covid (976).png;0
Covid (694).png;0
Covid (1156).png;0
Covid (287).png;0
Covid (988).png;0
Covid (373).png;0
Covid (348).png;0
Non-Covid (823).png;1
Non-Covid (1184).png;1
Non-Covid (131).png;1
Covid (662).png;0
Covid (480).png;0
Non-Covid (1112).png;1
Non-Covid (294).png;1
Non-Covid (514).png;1
Non-Covid (570).png;1
Covid (1227).png;0
Non-Covid (1138).png;1
Covid (141).png;0
Non-Covid (392).png;1
Covid (1025).png;0
Covid (762).png;0
Non-Covid (678).png;1
Non-Covid (215).png;1
Covid (337).png;0
Non-Covid (1211).png;1
Covid (219).png;0
Covid (285).png;0
Non-Covid (450).png;1
Covid (614).png;0
Non-Covid (291).png;1
Covid (393).png;0
Non-Covid (292).png;1
Non-Covid (103).png;1
Covid (126).png;0
Non-Covid (1036).png;1
Non-Covid (95).png;1
Covid (741).png;0
Non-Covid (1002).png;1
Covid (833).png;0
Covid (666).png;0
Non-Covid (124).png;1
Non-Covid (420).png;1
Covid (284).png;0
Covid (324).png;0
Non-Covid (819).png;1
Non-Covid (1004).png;1
Non-Covid (1157).png;1
Non-Covid (361).png;1
Covid (920).png;0
Covid (1003).png;0
Covid (68).png;0
Covid (520).png;0
Non-Covid (1017).png;1
Non-Covid (720).png;1
Non-Covid (810).png;1
Non-Covid (429).png;1
Covid (310).png;0
Covid (795).png;0
Non-Covid (248).png;1
Covid (408).png;0
Covid (819).png;0
Non-Covid (793).png;1
Covid (271).png;0
Covid (1143).png;0
Covid (990).png;0
Covid (1222).png;0
Covid (737).png;0
Non-Covid (203).png;1
Non-Covid (968).png;1
Covid (1154).png;0
Non-Covid (214).png;1
Covid (93).png;0
Non-Covid (339).png;1
Non-Covid (279).png;1
Covid (428).png;0
Covid (940).png;0
Covid (385).png;0
Non-Covid (120).png;1
Non-Covid (418).png;1
Covid (602).png;0
Non-Covid (719).png;1
Covid (389).png;0
Non-Covid (138).png;1
Non-Covid (556).png;1
Non-Covid (831).png;1
Covid (715).png;0
Covid (860).png;0
Non-Covid (1199).png;1
Covid (18).png;0
Non-Covid (767).png;1
Non-Covid (771).png;1
Covid (738).png;0
Non-Covid (822).png;1
Non-Covid (280).png;1
Covid (353).png;0
Non-Covid (1050).png;1
Non-Covid (686).png;1
Non-Covid (813).png;1
Covid (962).png;0
Non-Covid (1217).png;1
Covid (306).png;0
Covid (1070).png;0
Covid (841).png;0
Covid (1241).png;0
Non-Covid (1215).png;1
Covid (88).png;0
Covid (679).png;0
Covid (3).png;0
Covid (350).png;0
Non-Covid (310).png;1
Covid (140).png;0
Non-Covid (97).png;1
Non-Covid (717).png;1
Covid (308).png;0
Covid (1208).png;0
Covid (516).png;0
Non-Covid (207).png;1
Non-Covid (1009).png;1
Covid (13).png;0
Non-Covid (853).png;1
Covid (332).png;0
Non-Covid (1015).png;1
Covid (734).png;0
Covid (461).png;0
Non-Covid (553).png;1
Covid (37).png;0
Covid (77).png;0
Covid (125).png;0
Covid (1226).png;0
Covid (469).png;0
Non-Covid (551).png;1
Non-Covid (185).png;1
Non-Covid (749).png;1
Non-Covid (1022).png;1
Non-Covid (61).png;1
Non-Covid (841).png;1
Covid (582).png;0
Covid (1026).png;0
Non-Covid (859).png;1
Non-Covid (181).png;1
Non-Covid (1008).png;1
Covid (572).png;0
Non-Covid (333).png;1
Non-Covid (764).png;1
Covid (863).png;0
Non-Covid (408).png;1
Covid (513).png;0
Non-Covid (700).png;1
Non-Covid (412).png;1
Covid (195).png;0
Covid (203).png;0
Covid (15).png;0
Non-Covid (834).png;1
Non-Covid (240).png;1
Non-Covid (995).png;1
Non-Covid (868).png;1
Covid (585).png;0
Covid (1077).png;0
Covid (957).png;0
Non-Covid (199).png;1
Non-Covid (1153).png;1
Covid (1125).png;0
Covid (757).png;0
Covid (591).png;0
Non-Covid (992).png;1
Non-Covid (617).png;1
Covid (777).png;0
Covid (340).png;0
Non-Covid (624).png;1
Non-Covid (346).png;1
Non-Covid (923).png;1
Covid (1068).png;0
Non-Covid (1148).png;1
Covid (225).png;0
Covid (963).png;0
Covid (1234).png;0
Non-Covid (1076).png;1
Covid (554).png;0
Covid (1214).png;0
Covid (968).png;0
Non-Covid (1185).png;1
Non-Covid (837).png;1
Non-Covid (1006).png;1
Covid (716).png;0
Covid (214).png;0
Non-Covid (1225).png;1
Non-Covid (432).png;1
Non-Covid (415).png;1
Covid (584).png;0
Non-Covid (744).png;1
Non-Covid (751).png;1
Non-Covid (344).png;1
Covid (313).png;0
Covid (1094).png;0
Covid (647).png;0
Covid (1075).png;0
Covid (1180).png;0
Covid (1011).png;0
Covid (299).png;0
Covid (856).png;0
Covid (1104).png;0
Non-Covid (732).png;1
Non-Covid (267).png;1
Covid (755).png;0
Covid (323).png;0
Covid (761).png;0
Covid (502).png;0
Covid (739).png;0
Non-Covid (616).png;1
Covid (460).png;0
Covid (859).png;0
Covid (441).png;0
Covid (629).png;0
Non-Covid (1182).png;1
Covid (871).png;0
Covid (797).png;0
Covid (411).png;0
Covid (975).png;0
Covid (821).png;0
Covid (895).png;0
Non-Covid (590).png;1
Non-Covid (118).png;1
Covid (618).png;0
Non-Covid (756).png;1
Covid (150).png;0
Covid (533).png;0
Covid (1167).png;0
Covid (14).png;0
Non-Covid (482).png;1
Covid (700).png;0
Non-Covid (251).png;1
Non-Covid (516).png;1
Non-Covid (978).png;1
Non-Covid (604).png;1
Covid (336).png;0
Covid (588).png;0
Non-Covid (421).png;1
Covid (916).png;0
Covid (38).png;0
Covid (136).png;0
Non-Covid (308).png;1
Non-Covid (44).png;1
Non-Covid (1001).png;1
